,userid,following
4488,4488,[]
4489,4489,[]
4490,4490,[]
4491,4491,[]
4492,4492,[]
4493,4493,[]
4494,4494,"[601, 4505]"
4495,4495,[]
4496,4496,[]
4497,4497,[]
4498,4498,[]
4499,4499,"[5143, 322, 3985, 88, 589]"
4500,4500,"[253, 94]"
4501,4501,"[253, 201, 589, 612, 3308, 645, 2289, 561, 432, 3866, 461, 594, 338]"
4502,4502,"[175, 607, 555, 679, 2358, 295, 166, 253, 2501, 328, 4565, 670, 526, 146, 411, 402, 432, 553, 434, 358, 2354, 88, 3856, 359, 2357, 3502, 634, 393, 83, 543, 3308, 400, 115, 2331, 364, 587, 248, 3311, 3318, 196, 249, 4277, 566, 381, 302, 262, 418, 3962, 55, 4188, 501, 208, 4300, 78, 3276, 101, 3872, 165, 282, 4765, 231, 2236, 493, 4874, 179, 483, 4295, 197, 544, 4268, 2239, 3469, 669, 736, 2233, 2323, 270, 404, 62, 3141, 645, 386, 368, 310, 4763, 320, 4203, 656, 595, 454, 2286, 589, 632, 33, 2307, 3153, 676, 616, 522, 510, 207, 199, 244, 163, 4302, 254, 241, 2289, 630, 2216, 2279, 16, 309, 457, 3111, 507, 3824, 3980, 3846, 4006, 281, 495, 2371, 330, 3462, 460, 5140, 5195, 121, 673, 3113, 612, 2340, 3847, 3278, 2481, 3754, 426, 3146, 443, 129, 40]"
4503,4503,[4277]
4504,4504,[]
4505,4505,"[526, 88, 3273, 601, 5128, 4503, 3308, 670, 3157, 624, 115, 432, 2357, 3311, 208, 4521, 3469, 249, 2224, 2362, 101, 3758, 165, 657, 179, 409, 4277, 493, 3276, 3867, 539, 390, 308, 4283, 222, 4400, 251, 320, 4499, 454, 417, 3316, 244, 307, 391, 2279, 507, 594, 882, 661, 3988, 363, 426, 3462, 241, 121, 86, 3485, 3146, 673, 3751, 129, 561, 612, 140]"
4506,4506,"[253, 432, 2354, 3867]"
4507,4507,[253]
4508,4508,[]
4509,4509,[3462]
4510,4510,[]
4511,4511,[]
4512,4512,"[253, 402, 432, 4271]"
4513,4513,[]
4514,4514,"[4275, 2289]"
4515,4515,[]
4516,4516,[]
4517,4517,[]
4518,4518,"[253, 231, 594, 5140, 208, 645, 3108, 3975, 4271, 270, 3462, 3308, 3867]"
4519,4519,[]
4520,4520,"[267, 332]"
4521,4521,[]
4522,4522,[]
4523,4523,[]
4524,4524,[]
4525,4525,[253]
4526,4526,[]
4527,4527,[]
4528,4528,[]
4529,4529,[]
4530,4530,[1245]
4531,4531,[]
4532,4532,[]
4533,4533,[]
4534,4534,[]
4535,4535,[]
4536,4536,[]
4537,4537,[]
4538,4538,[]
4539,4539,[]
4540,4540,[]
4541,4541,[945]
4542,4542,[]
4543,4543,[]
4544,4544,[]
4545,4545,[]
4546,4546,[]
4547,4547,[]
4548,4548,[]
4549,4549,[]
4550,4550,[]
4551,4551,[]
4552,4552,[]
4553,4553,[]
4554,4554,[]
4555,4555,[]
4556,4556,[]
4557,4557,[]
4558,4558,"[3127, 5200]"
4559,4559,[]
4560,4560,[]
4561,4561,[]
4562,4562,[]
4563,4563,[]
4564,4564,[]
4565,4565,"[253, 3505, 535, 2358, 4651, 997, 534, 26, 640, 858, 14, 3995, 256, 3663, 441, 4966, 3479, 3967, 303, 4272, 346, 670, 356, 1990, 2321, 919, 234, 4192, 1111, 146, 5128, 555, 3157, 4930, 5136, 3102, 328, 677, 411, 164, 5304, 1405, 3544, 3296, 331, 3482, 50, 4212, 3110, 5114, 3549, 505, 432, 201, 2127, 3319, 788, 4718, 3835, 2302, 183, 543, 798, 4278, 2357, 88, 2288, 4053, 1195, 1064, 110, 6, 2266, 3502, 3743, 3158, 553, 634, 316, 4502, 3116, 162, 3273, 3308, 23, 1058, 434, 359, 393, 4583, 321, 153, 3974, 2381, 34, 400, 2326, 4222, 3331, 3311, 83, 646, 115, 566, 3962, 19, 4259, 4223, 4276, 4188, 2331, 17, 4912, 2503, 55, 302, 3325, 2496, 56, 249, 1110, 3870, 3758, 418, 182, 587, 1534, 709, 571, 266, 692, 2224, 338, 2593, 208, 3307, 379, 2208, 4271, 165, 973, 4505, 493, 585, 440, 3276, 3193, 1242, 282, 5149, 789, 394, 3347, 197, 1136, 299, 101, 513, 3964, 2355, 231, 665, 2292, 544, 2233, 235, 1199, 179, 3396, 2236, 4268, 1161, 837, 3844, 1253, 2239, 1034, 645, 386, 669, 2237, 1290, 5127, 3469, 270, 685, 465, 4010, 408, 516, 622, 528, 4984, 276, 461, 3867, 539, 320, 13, 480, 736, 438, 243, 2394, 46, 187, 3349, 2285, 552, 62, 525, 3466, 540, 462, 3295, 4742, 4203, 301, 631, 675, 3833, 656, 202, 569, 3999, 322, 2330, 41, 1162, 3765, 3173, 33, 454, 5198, 290, 43, 4270, 199, 4899, 4499, 222, 413, 3323, 3865, 2790, 2207, 2222, 2282, 589, 347, 3340, 244, 3153, 683, 4719, 2278, 3996, 3330, 701, 1258, 737, 25, 308, 560, 76, 2216, 649, 339, 24, 417, 3980, 391, 2589, 309, 3155, 254, 2279, 2308, 3988, 4501, 32, 834, 2265, 523, 507, 474, 3277, 2289, 967, 241, 119, 16, 4717, 630, 1163, 20, 512, 4707, 10, 1052, 5195, 2295, 594, 5767, 495, 702, 212, 558, 3462, 3278, 311, 121, 467, 7, 2367, 3463, 2274, 3146, 86, 2541, 4949, 3113, 3508, 9, 1053, 2350, 3751, 3754, 2206, 3142, 4063, 140, 586, 5094, 4305, 2789, 3168, 4415, 2433, 3874, 456, 561]"
4566,4566,[]
4567,4567,[]
4568,4568,[]
4569,4569,[]
4570,4570,[]
4571,4571,[]
4572,4572,[]
4573,4573,[3251]
4574,4574,[]
4575,4575,[]
4576,4576,"[5586, 3251, 5583, 4633, 6228, 6116, 5656, 5419, 3873, 5377, 5100, 5368, 5773, 4582]"
4577,4577,"[5185, 1086]"
4578,4578,[]
4579,4579,[]
4580,4580,[]
4581,4581,[]
4582,4582,[]
4583,4583,"[175, 253, 670, 44, 2263, 473, 91, 2422, 2351, 607, 328, 3465, 3774, 314, 402, 183, 2356, 358, 432, 3984, 3308, 88, 434, 115, 3311, 3464, 4277, 165, 3276, 2331, 249, 208, 493, 2314, 3318, 501, 101, 248, 3144, 282, 2268, 3141, 177, 320, 368, 527, 656, 33, 3867, 127, 322, 522, 2548, 539, 143, 632, 4398, 454, 3153, 589, 510, 309, 2307, 459, 308, 425, 3832, 676, 4302, 2349, 287, 244, 2216, 391, 2279, 3105, 883, 212, 3985, 2265, 507, 594, 3146, 311, 523, 495, 2289, 53, 3278, 2350, 3751, 129, 612]"
4584,4584,[]
4585,4585,[]
4586,4586,"[284, 2289, 3462]"
4587,4587,[]
4588,4588,[]
4589,4589,[]
4590,4590,[]
4591,4591,[]
4592,4592,[3104]
4593,4593,[1261]
4594,4594,[]
4595,4595,[]
4596,4596,[]
4597,4597,[]
4598,4598,[493]
4599,4599,[]
4600,4600,[]
4601,4601,[]
4602,4602,[]
4603,4603,[]
4604,4604,[]
4605,4605,[]
4606,4606,[]
4607,4607,[3173]
4608,4608,[]
4609,4609,[]
4610,4610,[]
4611,4611,[]
4612,4612,[]
4613,4613,[]
4614,4614,[]
4615,4615,[]
4616,4616,[]
4617,4617,[]
4618,4618,[]
4619,4619,[]
4620,4620,[]
4621,4621,[]
4622,4622,[]
4623,4623,[3866]
4624,4624,[]
4625,4625,[]
4626,4626,[]
4627,4627,[]
4628,4628,[1929]
4629,4629,[]
4630,4630,[]
4631,4631,[]
4632,4632,[]
4633,4633,"[6387, 6450, 5769, 5368, 5437, 4576, 5416, 5593, 5373, 688, 5365, 5436, 5100, 5410, 5772, 5382, 5375, 5438, 5379, 5361, 6116, 5390, 5988, 5378, 5431, 5363, 320, 616, 5408, 6745, 3873, 5773, 5377, 5102, 5424, 5374, 5369, 5423, 4574, 5430, 6113, 5790, 5404, 5371, 5583, 5413, 5980, 5388, 4573]"
4634,4634,[88]
4635,4635,[]
4636,4636,[]
4637,4637,[]
4638,4638,[]
4639,4639,"[253, 630]"
4640,4640,"[88, 3308, 391]"
4641,4641,[3462]
4642,4642,[]
4643,4643,[]
4644,4644,[]
4645,4645,[]
4646,4646,[]
4647,4647,[]
4648,4648,[]
4649,4649,[2375]
4650,4650,"[88, 2350, 5300, 2353, 298]"
4651,4651,"[3311, 589]"
4652,4652,[]
4653,4653,[]
4654,4654,[]
4655,4655,[2008]
4656,4656,[]
4657,4657,[]
4658,4658,[1550]
4659,4659,"[619, 434, 2555, 607, 384, 3352, 3280, 331, 248, 2286, 4584]"
4660,4660,[]
4661,4661,[]
4662,4662,[]
4663,4663,[]
4664,4664,[]
4665,4665,[]
4666,4666,"[253, 561, 2289]"
4667,4667,[]
4668,4668,[]
4669,4669,[]
4670,4670,[]
4671,4671,[4402]
4672,4672,[]
4673,4673,[]
4674,4674,[]
4675,4675,[]
4676,4676,[]
4677,4677,[]
4678,4678,[]
4679,4679,[]
4680,4680,"[3762, 3972]"
4681,4681,[]
4682,4682,[]
4683,4683,[]
4684,4684,[]
4685,4685,[]
4686,4686,[]
4687,4687,[]
4688,4688,[]
4689,4689,[]
4690,4690,[4408]
4691,4691,[916]
4692,4692,"[165, 696, 3867, 569, 391]"
4693,4693,[]
4694,4694,[]
4695,4695,[]
4696,4696,[]
4697,4697,[]
4698,4698,[]
4699,4699,[]
4700,4700,[3929]
4701,4701,[]
4702,4702,[]
4703,4703,[]
4704,4704,[]
4705,4705,[]
4706,4706,"[3663, 663, 967]"
4707,4707,"[98, 253, 3351, 2445, 3762, 3222, 334, 1273, 3663, 3225, 166, 3165, 293, 5052, 5014, 1458, 2505, 3210, 598, 292, 2375, 181, 2270, 4454, 1341, 88, 2225, 2398, 27, 4096, 358, 434, 5293, 3973, 1079, 990, 3308, 1158, 3771, 1309, 3978, 2064, 1585, 5157, 3675, 1057, 115, 4482, 2331, 3094, 1320, 132, 571, 3198, 2995, 3334, 1305, 3758, 4706, 165, 6789, 450, 5040, 3625, 608, 799, 3332, 4467, 1575, 1212, 3186, 789, 3977, 282, 120, 100, 4299, 3396, 5297, 931, 2515, 2268, 3872, 1446, 126, 483, 2355, 576, 4249, 4268, 3141, 392, 4524, 386, 636, 568, 3952, 3101, 324, 527, 2458, 3090, 3279, 3280, 13, 1088, 3349, 46, 1383, 1303, 3749, 438, 3910, 62, 4372, 4429, 51, 1306, 2753, 3153, 5281, 1241, 4520, 676, 5182, 199, 691, 1258, 945, 3476, 4302, 2216, 3370, 327, 943, 865, 2514, 254, 297, 712, 547, 349, 455, 549, 967, 1735, 834, 2289, 281, 2209, 3277, 16, 495, 663, 2309, 32, 2295, 883, 1527, 591, 53, 2340, 212, 3847, 1054, 330, 2353, 565, 4392, 2367, 2, 2274, 3993, 385, 1256, 6988, 651, 586, 140, 3542, 40]"
4708,4708,[]
4709,4709,[]
4710,4710,[]
4711,4711,[]
4712,4712,[]
4713,4713,[]
4714,4714,[1217]
4715,4715,[]
4716,4716,[]
4717,4717,"[266, 3867, 589]"
4718,4718,"[675, 121, 2357, 595, 3114, 257, 2279, 3754, 3521, 2289]"
4719,4719,[589]
4720,4720,[]
4721,4721,[]
4722,4722,[]
4723,4723,"[253, 201, 2289, 645, 1231, 3867, 612, 432, 561]"
4724,4724,[]
4725,4725,[]
4726,4726,[]
4727,4727,"[110, 244]"
4728,4728,"[248, 391]"
4729,4729,"[118, 284]"
4730,4730,[]
4731,4731,[]
4732,4732,[]
4733,4733,[]
4734,4734,[1071]
4735,4735,[2583]
4736,4736,[]
4737,4737,[]
4738,4738,[]
4739,4739,[]
4740,4740,[]
4741,4741,[]
4742,4742,"[526, 88, 253, 432, 115, 4011, 4278, 689, 164, 4023, 4500, 208, 4874, 197, 3469, 4752, 249, 165, 3872, 528, 246, 493, 2527, 901, 276, 522, 462, 3996, 4951, 207, 454, 589, 241, 713, 417, 433, 3108, 5202, 5140, 2289, 594, 612, 507, 2290, 352, 561, 3824, 3146, 129]"
4743,4743,[4503]
4744,4744,[]
4745,4745,[]
4746,4746,[]
4747,4747,[]
4748,4748,[]
4749,4749,[3278]
4750,4750,[5773]
4751,4751,[]
4752,4752,"[328, 707]"
4753,4753,"[3157, 6020]"
4754,4754,[]
4755,4755,[]
4756,4756,[]
4757,4757,[]
4758,4758,"[88, 391]"
4759,4759,[292]
4760,4760,[]
4761,4761,[]
4762,4762,[]
4763,4763,"[3158, 391, 4502, 512, 5272, 2367, 522, 3751]"
4764,4764,[]
4765,4765,"[2390, 707, 397, 2371, 4502, 434]"
4766,4766,[]
4767,4767,[566]
4768,4768,[]
4769,4769,[]
4770,4770,[88]
4771,4771,[175]
4772,4772,"[686, 616, 3113, 14, 3318, 33, 129, 601, 302, 522, 402, 3141, 391]"
4773,4773,[]
4774,4774,[]
4775,4775,[]
4776,4776,[]
4777,4777,[]
4778,4778,[]
4779,4779,[260]
4780,4780,[2726]
4781,4781,[]
4782,4782,[]
4783,4783,[]
4784,4784,[]
4785,4785,[]
4786,4786,[]
4787,4787,[]
4788,4788,[]
4789,4789,[]
4790,4790,[]
4791,4791,[]
4792,4792,[]
4793,4793,[]
4794,4794,[]
4795,4795,[]
4796,4796,[2415]
4797,4797,[]
4798,4798,[]
4799,4799,[2997]
4800,4800,[]
4801,4801,[]
4802,4802,[]
4803,4803,[]
4804,4804,[]
4805,4805,[]
4806,4806,[]
4807,4807,[]
4808,4808,[]
4809,4809,[]
4810,4810,[]
4811,4811,[]
4812,4812,[]
4813,4813,[]
4814,4814,[]
4815,4815,[]
4816,4816,[]
4817,4817,[]
4818,4818,[]
4819,4819,[]
4820,4820,[]
4821,4821,[]
4822,4822,[]
4823,4823,[]
4824,4824,[]
4825,4825,[]
4826,4826,[]
4827,4827,[]
4828,4828,[]
4829,4829,[]
4830,4830,[]
4831,4831,[]
4832,4832,[]
4833,4833,[]
4834,4834,[]
4835,4835,[]
4836,4836,[3846]
4837,4837,[]
4838,4838,[]
4839,4839,[]
4840,4840,[]
4841,4841,[]
4842,4842,[]
4843,4843,[]
4844,4844,[]
4845,4845,[]
4846,4846,[]
4847,4847,[]
4848,4848,[]
4849,4849,[1629]
4850,4850,[]
4851,4851,[]
4852,4852,[]
4853,4853,[]
4854,4854,[]
4855,4855,[]
4856,4856,[]
4857,4857,[]
4858,4858,[]
4859,4859,[]
4860,4860,[]
4861,4861,[]
4862,4862,[]
4863,4863,[]
4864,4864,[]
4865,4865,[]
4866,4866,[]
4867,4867,[]
4868,4868,[]
4869,4869,[]
4870,4870,[5793]
4871,4871,[61]
4872,4872,[]
4873,4873,[]
4874,4874,"[402, 88, 3153, 2331, 309, 2289]"
4875,4875,[]
4876,4876,[]
4877,4877,"[115, 4773]"
4878,4878,[]
4879,4879,[]
4880,4880,[]
4881,4881,"[549, 612]"
4882,4882,[3962]
4883,4883,"[434, 3867, 3153]"
4884,4884,"[183, 72]"
4885,4885,[]
4886,4886,[]
4887,4887,[]
4888,4888,[3272]
4889,4889,"[2186, 3192]"
4890,4890,[]
4891,4891,[]
4892,4892,[]
4893,4893,[]
4894,4894,[]
4895,4895,"[306, 248, 3867]"
4896,4896,[]
4897,4897,[3769]
4898,4898,[]
4899,4899,"[253, 2289, 561, 311, 432, 589, 645, 5141, 612]"
4900,4900,[1207]
4901,4901,[]
4902,4902,[]
4903,4903,[]
4904,4904,[589]
4905,4905,[]
4906,4906,[]
4907,4907,[]
4908,4908,[]
4909,4909,[4091]
4910,4910,[]
4911,4911,[]
4912,4912,"[253, 586]"
4913,4913,[208]
4914,4914,[]
4915,4915,[]
4916,4916,"[231, 3463, 208, 548, 626, 1502, 589]"
4917,4917,[]
4918,4918,[]
4919,4919,[]
4920,4920,[]
4921,4921,[]
4922,4922,[]
4923,4923,[]
4924,4924,[]
4925,4925,"[88, 3308]"
4926,4926,[]
4927,4927,[]
4928,4928,[]
4929,4929,[]
4930,4930,"[3865, 589, 507]"
4931,4931,[]
4932,4932,[]
4933,4933,[4920]
4934,4934,[]
4935,4935,[]
4936,4936,[]
4937,4937,[]
4938,4938,"[4011, 2398]"
4939,4939,[]
4940,4940,[]
4941,4941,[]
4942,4942,[]
4943,4943,[]
4944,4944,[]
4945,4945,[]
4946,4946,[]
4947,4947,[]
4948,4948,[867]
4949,4949,"[3754, 670, 33, 5075, 3525, 88]"
4950,4950,[]
4951,4951,"[4011, 328, 486, 122, 3157, 506, 4641, 402, 3975, 5148, 4272, 336, 3480, 3141, 276, 196, 208, 2264, 2448, 690, 3469, 115, 249, 177, 4748, 631, 4662, 2286, 391, 594, 616, 33, 676, 4501, 217, 454, 2265, 3463, 4275, 199, 4400, 363, 2274, 3113, 489]"
4952,4952,[]
4953,4953,[]
4954,4954,"[686, 1325, 88, 3311, 14, 267, 634, 3308, 566, 1938, 68, 1058, 3318, 346, 4427, 434, 3533, 3543, 302, 1327, 1379, 739, 1162, 2208, 3396, 531, 33, 2611, 440, 736, 2668, 1326, 3321, 1242, 438, 62, 1322, 3153, 737, 1163, 3099, 3330, 2308, 1281, 3278, 589, 32, 2531, 1323, 676, 967, 4786, 9]"
4955,4955,[]
4956,4956,[]
4957,4957,[]
4958,4958,[]
4959,4959,[]
4960,4960,[]
4961,4961,[]
4962,4962,[]
4963,4963,[302]
4964,4964,"[2367, 2292, 612, 254]"
4965,4965,[]
4966,4966,"[14, 262, 632, 3115, 3319, 3758, 595, 429, 451, 434, 636, 33, 139, 586, 3308, 382, 522, 2367, 317, 40]"
4967,4967,[]
4968,4968,"[3308, 3278]"
4969,4969,[]
4970,4970,[]
4971,4971,[]
4972,4972,[]
4973,4973,[931]
4974,4974,[]
4975,4975,[]
4976,4976,"[3788, 790, 33, 788, 3763, 88, 62, 5034, 2363, 352]"
4977,4977,[]
4978,4978,[]
4979,4979,[]
4980,4980,[]
4981,4981,[]
4982,4982,[]
4983,4983,[]
4984,4984,"[88, 3308, 3325, 2239, 3349, 634, 3311, 587, 736, 540, 434, 566, 1110, 33, 302, 208, 62, 3153, 589, 7, 3155, 2274, 507, 3278]"
4985,4985,[]
4986,4986,[]
4987,4987,[]
4988,4988,[]
4989,4989,[]
4990,4990,[]
4991,4991,[]
4992,4992,[]
4993,4993,[]
4994,4994,[]
4995,4995,[]
4996,4996,[]
4997,4997,[]
4998,4998,[]
4999,4999,[1167]
5000,5000,[]
5001,5001,[]
5002,5002,[249]
5003,5003,[]
5004,5004,[]
5005,5005,[]
5006,5006,[]
5007,5007,[]
5008,5008,[2829]
5009,5009,[]
5010,5010,[270]
5011,5011,[2434]
5012,5012,[]
5013,5013,[]
5014,5014,[]
5015,5015,[]
5016,5016,[]
5017,5017,[]
5018,5018,[]
5019,5019,[]
5020,5020,[]
5021,5021,[]
5022,5022,[]
5023,5023,[]
5024,5024,[]
5025,5025,[]
5026,5026,[]
5027,5027,[]
5028,5028,[]
5029,5029,[]
5030,5030,[]
5031,5031,[]
5032,5032,[]
5033,5033,[]
5034,5034,"[3788, 790, 5342, 33, 788, 2363, 310, 88, 62, 3278]"
5035,5035,[]
5036,5036,[]
5037,5037,[]
5038,5038,"[253, 432, 612, 2289, 561, 645, 630]"
5039,5039,[206]
5040,5040,[]
5041,5041,[]
5042,5042,[]
5043,5043,[]
5044,5044,[]
5045,5045,[]
5046,5046,[]
5047,5047,[]
5048,5048,[]
5049,5049,[]
5050,5050,[]
5051,5051,[]
5052,5052,[]
5053,5053,[]
5054,5054,[]
5055,5055,[]
5056,5056,[]
5057,5057,[]
5058,5058,[]
5059,5059,[]
5060,5060,[]
5061,5061,[]
5062,5062,[]
5063,5063,[]
5064,5064,[]
5065,5065,[72]
5066,5066,[]
5067,5067,[]
5068,5068,[]
5069,5069,[2444]
5070,5070,[]
5071,5071,[]
5072,5072,[3846]
5073,5073,[]
5074,5074,[]
5075,5075,[4949]
5076,5076,[]
5077,5077,[]
5078,5078,[]
5079,5079,[206]
5080,5080,"[5211, 3099]"
5081,5081,[]
5082,5082,"[44, 207, 2216, 5304, 102, 404, 595, 944, 432, 4874, 2307, 788, 3872, 62, 589, 2289, 507, 5140, 442, 3278]"
5083,5083,[]
5084,5084,[]
5085,5085,"[268, 208, 612]"
5086,5086,[4505]
5087,5087,[]
5088,5088,[]
5089,5089,[]
5090,5090,[]
5091,5091,[]
5092,5092,[5082]
5093,5093,"[373, 501, 640, 687, 237, 555, 4060, 692, 3763, 500, 208, 155, 2285, 207, 3867, 615, 713, 2286, 322, 421, 5143, 2265, 616, 5065, 3277, 648]"
5094,5094,"[253, 582, 4294, 4267, 4277, 607, 3319, 367, 3141, 402, 211, 4748, 589, 2265, 4051, 631, 3472, 693, 404, 320, 33, 2216, 280, 4255, 244, 3846, 4394, 3138, 5093, 988, 2289, 2367, 612, 2274, 107]"
5095,5095,[]
5096,5096,[]
5097,5097,[]
5098,5098,[]
5099,5099,[]
5100,5100,"[253, 5769, 5373, 5774, 4576, 4633, 5437, 197, 5363, 5365, 3311, 688, 5361, 3873, 5989, 5443, 5431, 320, 5773, 5102, 616, 391, 5423, 5371, 5378, 4392]"
5101,5101,[]
5102,5102,"[5983, 6948, 5591, 6121, 5428, 5599, 5777, 5985]"
5103,5103,"[2319, 468, 2363]"
5104,5104,[]
5105,5105,"[14, 545, 110, 589, 391, 88]"
5106,5106,[]
5107,5107,[]
5108,5108,[]
5109,5109,[]
5110,5110,[]
5111,5111,[]
5112,5112,[]
5113,5113,[]
5114,5114,"[33, 2357, 589, 88, 3278, 3308, 5321]"
5115,5115,"[1143, 3308, 2605, 589]"
5116,5116,[]
5117,5117,[]
5118,5118,"[305, 2082]"
5119,5119,[]
5120,5120,[]
5121,5121,"[3854, 586, 548]"
5122,5122,[]
5123,5123,[]
5124,5124,[]
5125,5125,[]
5126,5126,[]
5127,5127,"[5001, 586]"
5128,5128,"[253, 3995, 607, 3157, 402, 4296, 601, 526, 164, 432, 640, 3849, 3986, 201, 4279, 4060, 3480, 260, 3984, 653, 115, 302, 485, 3144, 379, 3276, 690, 680, 367, 165, 249, 208, 493, 179, 3872, 645, 3867, 322, 478, 202, 270, 217, 404, 4399, 376, 207, 33, 2207, 713, 522, 244, 595, 4398, 2222, 2286, 2278, 287, 641, 308, 2279, 2289, 251, 2265, 507, 594, 433, 495, 391, 4204, 3146, 317, 3462, 288, 489, 86, 586, 612]"
5129,5129,[]
5130,5130,[]
5131,5131,[]
5132,5132,[]
5133,5133,[670]
5134,5134,[]
5135,5135,[]
5136,5136,"[3157, 249, 516, 391, 88, 4408, 912, 1185, 282, 287, 2354, 154, 3276, 2206, 3168]"
5137,5137,[]
5138,5138,[]
5139,5139,"[4400, 2305]"
5140,5140,[]
5141,5141,"[253, 5128, 2357, 432, 3995, 328, 201, 88, 262, 164, 183, 4277, 208, 645, 4899, 2308, 290, 2265, 594, 308, 2289, 179, 2279, 5306, 3146, 3462, 612, 2274]"
5142,5142,[101]
5143,5143,"[292, 4499, 208, 3278, 322]"
5144,5144,[]
5145,5145,[]
5146,5146,[4272]
5147,5147,[292]
5148,5148,[]
5149,5149,"[253, 506, 4185, 591, 346, 432, 586, 2315, 3512, 555, 4277, 4717]"
5150,5150,[676]
5151,5151,[]
5152,5152,[]
5153,5153,[]
5154,5154,[]
5155,5155,[]
5156,5156,[]
5157,5157,[]
5158,5158,[3749]
5159,5159,[3763]
5160,5160,[]
5161,5161,[]
5162,5162,[]
5163,5163,[493]
5164,5164,[]
5165,5165,[]
5166,5166,[]
5167,5167,[]
5168,5168,[]
5169,5169,[]
5170,5170,[]
5171,5171,[]
5172,5172,[]
5173,5173,[]
5174,5174,[]
5175,5175,[]
5176,5176,[]
5177,5177,[]
5178,5178,[]
5179,5179,[]
5180,5180,[]
5181,5181,[]
5182,5182,[]
5183,5183,[]
5184,5184,[]
5185,5185,[]
5186,5186,[]
5187,5187,[]
5188,5188,[]
5189,5189,[]
5190,5190,"[322, 4270, 244]"
5191,5191,[]
5192,5192,[]
5193,5193,[]
5194,5194,[]
5195,5195,"[686, 3308, 253, 208, 88, 483, 634, 569]"
5196,5196,[]
5197,5197,[]
5198,5198,"[619, 4565, 564, 3103, 3973, 402, 2357, 689, 4011, 432, 88, 434, 3102, 3963, 3308, 154, 115, 3825, 276, 3311, 1055, 2355, 301, 19, 208, 4249, 270, 3489, 690, 3740, 2239, 669, 632, 33, 1244, 4251, 547, 512, 522, 2307, 589, 327, 3497, 2286, 390, 2279, 3462, 454, 3832, 968, 2289, 2367, 971, 3278, 2274, 3754]"
5199,5199,[]
5200,5200,[3127]
5201,5201,[]
5202,5202,[]
5203,5203,"[400, 2790]"
5204,5204,[]
5205,5205,"[2239, 2323]"
5206,5206,[]
5207,5207,[]
5208,5208,[]
5209,5209,[]
5210,5210,[]
5211,5211,[]
5212,5212,[367]
5213,5213,[]
5214,5214,[]
5215,5215,"[183, 759]"
5216,5216,[]
5217,5217,[]
5218,5218,[]
5219,5219,[]
5220,5220,[]
5221,5221,[507]
5222,5222,[]
5223,5223,[]
5224,5224,[]
5225,5225,[]
5226,5226,[]
5227,5227,[]
5228,5228,[253]
5229,5229,[3278]
5230,5230,[]
5231,5231,[]
5232,5232,[]
5233,5233,[]
5234,5234,[]
5235,5235,[2472]
5236,5236,[]
5237,5237,[]
5238,5238,[]
5239,5239,[]
5240,5240,[]
5241,5241,[231]
5242,5242,[1242]
5243,5243,[]
5244,5244,[]
5245,5245,[5656]
5246,5246,[]
5247,5247,"[253, 212]"
5248,5248,[663]
5249,5249,[]
5250,5250,[]
5251,5251,[]
5252,5252,[]
5253,5253,[]
5254,5254,[]
5255,5255,[]
5256,5256,[]
5257,5257,[]
5258,5258,[3335]
5259,5259,[]
5260,5260,"[3103, 3306, 6771]"
5261,5261,[]
5262,5262,[]
5263,5263,[]
5264,5264,[]
5265,5265,[]
5266,5266,"[5365, 6112, 5773, 4575]"
5267,5267,[]
5268,5268,[]
5269,5269,"[564, 2333]"
5270,5270,[]
5271,5271,[]
5272,5272,[4763]
5273,5273,"[5601, 5663, 4062]"
5274,5274,[]
5275,5275,[]
5276,5276,[]
5277,5277,[]
5278,5278,[]
5279,5279,[]
5280,5280,[]
5281,5281,[]
5282,5282,"[679, 231]"
5283,5283,[]
5284,5284,[]
5285,5285,"[253, 3872, 4951, 201, 3295, 248, 4277]"
5286,5286,[]
5287,5287,[]
5288,5288,[]
5289,5289,[]
5290,5290,[]
5291,5291,[]
5292,5292,[]
5293,5293,[]
5294,5294,"[572, 400, 3867, 3462, 4270]"
5295,5295,[]
5296,5296,[]
5297,5297,[]
5298,5298,[]
5299,5299,[]
5300,5300,[]
5301,5301,"[253, 4272, 183, 434, 4011, 88, 3480, 4277, 640, 5085, 3308, 418, 670, 165, 465, 4270, 510, 2279, 4748, 2286, 5065, 2289, 3153, 178, 507, 244, 391, 5093, 4204, 3462, 3140, 2367, 3113, 3278]"
5302,5302,[3847]
5303,5303,[]
5304,5304,"[253, 432, 3150, 201, 645, 164, 262, 465, 3157, 1405, 88, 276, 630, 561, 3466, 589, 594, 202, 2289, 3462, 612]"
5305,5305,[]
5306,5306,[]
5307,5307,[5140]
5308,5308,[]
5309,5309,[]
5310,5310,[]
5311,5311,[2357]
5312,5312,[]
5313,5313,[]
5314,5314,[]
5315,5315,[]
5316,5316,[33]
5317,5317,[]
5318,5318,[]
5319,5319,[]
5320,5320,"[432, 2282, 115, 389, 302, 3971]"
5321,5321,[5114]
5322,5322,[]
5323,5323,[]
5324,5324,[]
5325,5325,[178]
5326,5326,[]
5327,5327,[]
5328,5328,[]
5329,5329,[]
5330,5330,[5010]
5331,5331,[]
5332,5332,[]
5333,5333,[]
5334,5334,[]
5335,5335,[]
5336,5336,"[248, 78, 352]"
5337,5337,[]
5338,5338,[]
5339,5339,[1065]
5340,5340,[]
5341,5341,[]
5342,5342,[]
5343,5343,[]
